postcode,locality,region,island,lat,long,,territory
110,Abbey Caves,Northland,North Island,-35.749,174.327,,Whangarei
110,Avenues,Northland,North Island,-35.749,174.327,,Whangarei
110,Horahora,Northland,North Island,-35.749,174.327,,Whangarei
110,Morningside,Northland,North Island,-35.749,174.327,,Whangarei
110,Onerahi,Northland,North Island,-35.749,174.327,,Whangarei
110,Otaika,Northland,North Island,-35.749,174.327,,Whangarei
110,Port Whangarei,Northland,North Island,-35.749,174.327,,Whangarei
110,Raumanga,Northland,North Island,-35.749,174.327,,Whangarei
110,Whangarei Central,Northland,North Island,-35.749,174.327,,Whangarei
112,Glenbervie,Northland,North Island,-35.693,174.3001,,Whangarei
112,Kamo,Northland,North Island,-35.693,174.3001,,Whangarei
112,Kensington,Northland,North Island,-35.693,174.3001,,Whangarei
112,Mairtown,Northland,North Island,-35.693,174.3001,,Whangarei
112,Otangarei,Northland,North Island,-35.693,174.3001,,Whangarei
112,Parahaki,Northland,North Island,-35.693,174.3001,,Whangarei
112,Regent,Northland,North Island,-35.693,174.3001,,Whangarei
112,Riverside,Northland,North Island,-35.693,174.3001,,Whangarei
112,Tikipunga,Northland,North Island,-35.693,174.3001,,Whangarei
114,Hikurangi,Northland,North Island,-35.5909,174.2815,,Whangarei
114,Waro,Northland,North Island,-35.5909,174.2815,,Whangarei District
140,Riverside,Northland,North Island,-35.7245,174.3213,,Whangarei District
141,Otangarei,Northland,North Island,-35.6834,174.3008,,Whangarei District
142,Sherwood Rise,Northland,North Island,-35.7546,174.3681,,Whangarei District
143,Morningside,Northland,North Island,-35.7343,174.3054,,Whangarei District
144,Tikipunga,Northland,North Island,-35.6866,174.3266,,Whangarei District
145,Kensington,Northland,North Island,-35.7085,174.3207,,Whangarei District
146,Maungakaramea,Northland,North Island,-35.8451,174.2048,,Whangarei District
147,Woodhill,Northland,North Island,-35.7429,174.308,,Whangarei District
148,Woodhill,Northland,North Island,-35.7512,174.3152,,Whangarei District
149,Riverside,Northland,North Island,-35.7247,174.3259,,Whangarei District
150,Hikurangi,Northland,North Island,-35.5979,174.2863,,Whangarei District
151,Ruakaka,Northland,North Island,-35.8751,174.4554,,Whangarei District
152,Maungatapere,Northland,North Island,-35.7549,174.2081,,Whangarei District
153,Tutukaka,Northland,North Island,-35.6129,174.522,,Whangarei District
154,Ngunguru,Northland,North Island,-35.6297,174.5041,,Whangarei District
170,Puwera,Northland,North Island,-35.7762,174.268,,Whangarei District
171,Mata,Northland,North Island,-35.8556,174.3925,,Whangarei District
172,Parakao,Northland,North Island,-35.7039,173.9353,,Kaipara District
173,Kiripaka,Northland,North Island,-35.6147,174.4391,,Whangarei District
174,Whangarei Heads,Northland,North Island,-35.8069,174.4823,,Whangarei District
175,Tahere,Northland,North Island,-35.6943,174.4312,,Whangarei District
176,Moengawahine,Northland,North Island,-35.6306,174.1057,,Whangarei District
178,Maungakaramea,Northland,North Island,-35.852,174.2236,,Kaipara District
179,Maungatapere,Northland,North Island,-35.7562,174.1728,,Whangarei District
181,Marua,Northland,North Island,-35.5606,174.3839,,Whangarei District
182,Hukerenui,Northland,North Island,-35.4967,174.1879,,Far North District
184,Whangaruru North,Northland,North Island,-35.3593,174.3023,,Whangarei District
185,Ruatangata East,Northland,North Island,-35.6304,174.216,,Whangarei District
192,Rukuwai,Northland,North Island,-35.7429,174.4705,,Whangarei District
193,Waiotira,Northland,North Island,-35.9554,174.196,,Kaipara District
200,Paihia,Northland,North Island,-35.3073,174.0975,,Far North
241,Opua,Northland,North Island,-35.3124,174.1206,,Far North District
242,Russell,Northland,North Island,-35.2628,174.1228,,Far North District
243,Kawakawa,Northland,North Island,-35.3799,174.0672,,Far North District
244,Moerewa,Northland,North Island,-35.3875,174.0144,,Far North District
245,Kerikeri,Northland,North Island,-35.2289,173.9487,,Far North District
246,Waipapa,Northland,North Island,-35.206,173.9167,,Far North District
247,Paihia,Northland,North Island,-35.282,174.0915,,Far North District
271,Haruru,Northland,North Island,-35.2851,174.0397,,Far North District
272,Manawaora,Northland,North Island,-35.2844,174.1759,,Far North District
281,Pokere,Northland,North Island,-35.4904,174.0032,,Far North District
282,Karetu,Northland,North Island,-35.375,174.1364,,Far North District
283,Waihaha,Northland,North Island,-35.3488,174.1925,,Far North District
293,Puketona,Northland,North Island,-35.2621,173.9724,,Far North District
294,Purerua,Northland,North Island,-35.1578,174.0225,,Far North District
295,Waipapa,Northland,North Island,-35.1769,173.876,,Far North District
310,Awakino Point,Northland,North Island,-35.9542,173.8785,,Kaipara
310,Turiwiri,Northland,North Island,-35.9542,173.8785,,Kaipara
340,Dargaville,Northland,North Island,-35.9413,173.8697,,Kaipara District
341,Te Kopura,Northland,North Island,-36.0309,173.923,,Kaipara District
370,Arapohue,Northland,North Island,-36.0004,174.0199,,Kaipara District
371,Redhill,Northland,North Island,-36.0523,173.8602,,Kaipara District
372,Kairara,Northland,North Island,-35.8194,173.8585,,Kaipara District
373,Mamaranui,Northland,North Island,-35.8591,173.7106,,Kaipara District
374,Arapohue,Northland,North Island,-35.9673,173.9916,,Kaipara District
376,Tutamoe,Northland,North Island,-35.6467,173.6147,,Kaipara District
377,Baylys Beach,Northland,North Island,-35.9516,173.7818,,Kaipara District
379,Whatoro,Northland,North Island,-35.7555,173.6729,,Kaipara District
381,Kirikopuni,Northland,North Island,-35.8384,174.0082,,Kaipara District
391,Tangaihe,Northland,North Island,-36.2126,174.038,,Kaipara District
420,Cable Bay,Northland,North Island,-35.0008,173.4958,,Far North
420,Coopers Beach,Northland,North Island,-35.0008,173.4958,,Far North
420,Mangonui,Northland,North Island,-35.0008,173.4958,,Far North
420,Peria,Northland,North Island,-35.0008,173.4958,,Far North
440,Kaikohe,Northland,North Island,-35.4081,173.7986,,Far North District
441,Kaitaia,Northland,North Island,-35.114,173.2637,,Far North District
442,Mangonui,Northland,North Island,-34.9896,173.5366,,Far North District
443,Rawene,Northland,North Island,-35.3932,173.5056,,Far North District
444,Omapere,Northland,North Island,-35.5367,173.3862,,Far North District
445,Opononi,Northland,North Island,-35.5046,173.3924,,Far North District
446,Waimamaku,Northland,North Island,-35.556,173.4759,,Far North District
447,Okaihau,Northland,North Island,-35.3201,173.7713,,Far North District
448,Kaeo,Northland,North Island,-35.1006,173.7805,,Far North District
449,Ahipara,Northland,North Island,-35.171,173.1534,,Far North District
451,Awanui,Northland,North Island,-35.048,173.2565,,Far North District
453,Kohukohu,Northland,North Island,-35.3582,173.5461,,Far North District
460,Pukenui,Northland,North Island,-34.8149,173.1178,,Far North District
462,Broadwood,Northland,North Island,-35.2592,173.3896,,Far North District
472,Pakaraka,Northland,North Island,-35.3618,173.9337,,Far North District
473,Waima,Northland,North Island,-35.4963,173.5549,,Far North District
474,Tautoro,Northland,North Island,-35.5071,173.8144,,Far North District
475,Marangai,Northland,North Island,-35.3278,173.6987,,Far North District
476,Umawera,Northland,North Island,-35.2385,173.6264,,Far North District
478,Kaeo,Northland,North Island,-35.0974,173.7895,,Far North District
479,Saies,Northland,North Island,-35.0791,173.6798,,Far North District
481,Manukau,Northland,North Island,-35.2366,173.2382,,Far North District
482,Kaiaka,Northland,North Island,-35.1122,173.4133,,Far North District
483,Lake Ohia,Northland,North Island,-34.9593,173.3595,,Far North District
484,Te Kao,Northland,North Island,-34.6874,172.924,,Far North District
486,Waiharera,Northland,North Island,-34.9757,173.2179,,Far North District
491,Broadwood,Northland,North Island,-35.2764,173.4408,,Far North District
492,Panguru,Northland,North Island,-35.4197,173.3623,,Far North District
494,Paraoanui,Northland,North Island,-35.0088,173.621,,Far North District
496,Pawarenga,Northland,North Island,-35.3437,173.3046,,Far North District
505,Mangawhai,Northland,North Island,-36.0858,174.5842,,Kaipara
520,Maungaturoto,Northland,North Island,-36.1077,174.3568,,Kaipara
520,Rowsells,Northland,North Island,-36.1077,174.3568,,Kaipara District
540,Mangawhai,Northland,North Island,-36.1258,174.5746,,Kaipara District
541,Mangawhai Heads,Northland,North Island,-36.0946,174.5874,,Kaipara District
542,Kaiwaka,Northland,North Island,-36.1642,174.4428,,Kaipara District
543,Paparoa,Northland,North Island,-36.103,174.2315,,Kaipara District
545,Waipu,Northland,North Island,-35.9842,174.4453,,Whangarei District
547,Rowsells,Northland,North Island,-36.1102,174.3537,,Kaipara District
549,Ruawai,Northland,North Island,-36.1365,174.0233,,Kaipara District
550,Matakohe,Northland,North Island,-36.1298,174.1825,,Kaipara District
571,Mareretu,Northland,North Island,-36.053,174.2547,,Kaipara District
573,Kaiwaka,Northland,North Island,-36.1881,174.429,,Kaipara District
582,Waipu,Northland,North Island,-36.0052,174.4499,,Whangarei District
583,Marohemo,Northland,North Island,-36.1641,174.2892,,Kaipara District
587,Ranganui,Northland,North Island,-36.1441,174.4094,,Kaipara District
588,Maungaturoto,Northland,North Island,-36.0723,174.3737,,Kaipara District
589,Huarau,Northland,North Island,-36.0601,174.3167,,Kaipara District
591,Ruawai,Northland,North Island,-36.1195,174.0709,,Kaipara District
592,Rehia,Northland,North Island,-36.0549,174.0388,,Kaipara District
593,Pahi,Northland,North Island,-36.1962,174.2067,,Kaipara District
594,Matakohe,Northland,North Island,-36.0672,174.1446,,Kaipara District
600,Avondale,Auckland,North Island,-36.9158,174.6922,,Auckland
600,New Lynn,Auckland,North Island,-36.9158,174.6922,,Auckland
602,Glen Eden,Auckland,North Island,-36.9042,174.6474,,Auckland
602,Glendene,Auckland,North Island,-36.9042,174.6474,,Auckland
602,Te Atatu South,Auckland,North Island,-36.9042,174.6474,,Auckland
604,Cornwallis,Auckland,North Island,-36.9808,174.5827,,Auckland
604,Green Bay,Auckland,North Island,-36.9808,174.5827,,Auckland
604,Laingholm,Auckland,North Island,-36.9808,174.5827,,Auckland
604,Nihotupu,Auckland,North Island,-36.9808,174.5827,,Auckland
604,Oratia,Auckland,North Island,-36.9808,174.5827,,Auckland
604,Parau,Auckland,North Island,-36.9808,174.5827,,Auckland
604,Titirangi,Auckland,North Island,-36.9808,174.5827,,Auckland
604,Waiatarua,Auckland,North Island,-36.9808,174.5827,,Auckland
610,Henderson,Auckland,North Island,-36.8531,174.6466,,Auckland
610,Massey,Auckland,North Island,-36.8531,174.6466,,Auckland
610,Te Atatu Peninsula,Auckland,North Island,-36.8531,174.6466,,Auckland
612,Glen Eden,Auckland,North Island,-36.8988,174.5918,,Auckland
612,Henderson,Auckland,North Island,-36.8988,174.5918,,Auckland
612,Henderson Valley,Auckland,North Island,-36.8988,174.5918,,Auckland
612,McLaren Park,Auckland,North Island,-36.8988,174.5918,,Auckland
612,Ranui,Auckland,North Island,-36.8988,174.5918,,Auckland
612,Sunnyvale,Auckland,North Island,-36.8988,174.5918,,Auckland
612,Swanson,Auckland,North Island,-36.8988,174.5918,,Auckland
612,Waiatarua,Auckland,North Island,-36.8988,174.5918,,Auckland
614,Henderson Valley,Auckland,North Island,-36.8546,174.584,,Auckland
614,Massey,Auckland,North Island,-36.8546,174.584,,Auckland
614,Ranui,Auckland,North Island,-36.8546,174.584,,Auckland
614,Waitakere,Auckland,North Island,-36.8546,174.584,,Auckland
618,Herald Island,Auckland,North Island,-36.7987,174.6378,,Auckland
618,West Harbour,Auckland,North Island,-36.7987,174.6378,,Auckland
618,Whenuapai,Auckland,North Island,-36.7987,174.6378,,Auckland
620,Castor Bay,Auckland,North Island,-36.7661,174.7548,,Auckland
620,Milford,Auckland,North Island,-36.7661,174.7548,,Auckland
620,Sunnynook,Auckland,North Island,-36.7661,174.7548,,Auckland
620,Sunset North,Auckland,North Island,-36.7661,174.7548,,Auckland
620,Takapuna,Auckland,North Island,-36.7661,174.7548,,Auckland
622,Bayswater,Auckland,North Island,-36.801,174.778,,Auckland
622,Hauraki,Auckland,North Island,-36.801,174.778,,Auckland
622,Milford,Auckland,North Island,-36.801,174.778,,Auckland
622,Takapuna,Auckland,North Island,-36.801,174.778,,Auckland
624,Narrow Neck,Auckland,North Island,-36.8236,174.7918,,Auckland
624,Stanley Point,Auckland,North Island,-36.8236,174.7918,,Auckland
626,Beach Haven,Auckland,North Island,-36.8058,174.7083,,Auckland
626,Birkdale,Auckland,North Island,-36.8058,174.7083,,Auckland
626,Birkenhead,Auckland,North Island,-36.8058,174.7083,,Auckland
627,Hillcrest,Auckland,North Island,-36.798,174.7462,,Auckland
627,North Shore,Auckland,North Island,-36.798,174.7462,,Auckland
627,Northcote,Auckland,North Island,-36.798,174.7462,,Auckland
627,Wairau Valley,Auckland,North Island,-36.798,174.7462,,Auckland
629,Glenfield,Auckland,North Island,-36.7753,174.7199,,Auckland
629,Totaravale,Auckland,North Island,-36.7753,174.7199,,Auckland
630,Campbells Bay,Auckland,North Island,-36.7215,174.7447,,Auckland
630,Mairangi Bay,Auckland,North Island,-36.7215,174.7447,,Auckland
630,Murrays Bay,Auckland,North Island,-36.7215,174.7447,,Auckland
630,Rothesay Bay,Auckland,North Island,-36.7215,174.7447,,Auckland
630,Torbay,Auckland,North Island,-36.7215,174.7447,,Auckland
630,Waiake,Auckland,North Island,-36.7215,174.7447,,Auckland
632,Albany,Auckland,North Island,-36.7443,174.6948,,Auckland
632,Glenfield,Auckland,North Island,-36.7443,174.6948,,Auckland
632,Meadowood,Auckland,North Island,-36.7443,174.6948,,Auckland
632,Northcross,Auckland,North Island,-36.7443,174.6948,,Auckland
632,Paremoremo,Auckland,North Island,-36.7443,174.6948,,Auckland
632,Pinehill,Auckland,North Island,-36.7443,174.6948,,Auckland
632,Rosedale,Auckland,North Island,-36.7443,174.6948,,Auckland
632,Sunnynook,Auckland,North Island,-36.7443,174.6948,,Auckland
632,Sunset North,Auckland,North Island,-36.7443,174.6948,,Auckland
640,New Lynn,Auckland,North Island,-36.9079,174.6831,,Auckland
641,Glen Eden,Auckland,North Island,-36.9118,174.652,,Auckland
642,Titirangi,Auckland,North Island,-36.9378,174.6575,,Auckland
643,Green Bay,Auckland,North Island,-36.9306,174.6801,,Auckland
644,Blockhouse Bay,Auckland,North Island,-36.9234,174.7015,,Auckland
645,Glendene,Auckland,North Island,-36.8869,174.6446,,Auckland
650,Sunnyvale,Auckland,North Island,-36.881,174.6347,,Auckland
651,Te Atatu,Auckland,North Island,-36.8422,174.6515,,Auckland
652,Te Atatu South,Auckland,North Island,-36.865,174.6463,,Auckland
653,Swanson,Auckland,North Island,-36.8655,174.58,,Auckland
654,Te Atatu South,Auckland,North Island,-36.8557,174.6298,,Auckland
655,Swanson,Auckland,North Island,-36.8639,174.6011,,Auckland
656,Massey East,Auckland,North Island,-36.8332,174.6224,,Auckland
657,West Harbour,Auckland,North Island,-36.8222,174.6105,,Auckland
660,Waitakere,Auckland,North Island,-36.8492,174.5447,,Auckland
661,Te Atatu Peninsula,Auckland,North Island,-36.8107,174.6446,,Auckland
662,Brighams Creek,Auckland,North Island,-36.7935,174.6163,,Auckland
663,Massey East,Auckland,North Island,-36.8185,174.6292,,Auckland
740,Hauraki,Auckland,North Island,-36.7875,174.7729,,Auckland
741,Milford,Auckland,North Island,-36.7728,174.7661,,Auckland
742,Torbay,Auckland,North Island,-36.6949,174.7506,,Auckland
743,Forrest Hill,Auckland,North Island,-36.7512,174.7467,,Auckland
744,Devenport,Auckland,North Island,-36.8303,174.7969,,Auckland
745,Glenfield,Auckland,North Island,-36.768,174.7395,,Auckland
746,Birkenhead,Auckland,North Island,-36.8123,174.7254,,Auckland
747,Marlborough,Auckland,North Island,-36.782,174.7216,,Auckland
748,North Shore,Auckland,North Island,-36.8017,174.7446,,Auckland
749,Birkdale,Auckland,North Island,-36.7925,174.6872,,Auckland
750,Takapuna,Auckland,North Island,-36.7969,174.7782,,Auckland
751,Glenfield,Auckland,North Island,-36.7513,174.7139,,Auckland
752,Albany,Auckland,North Island,-36.7313,174.7075,,Auckland
753,Browns Bay,Auckland,North Island,-36.7155,174.7484,,Auckland
754,Mairangi Bay,Auckland,North Island,-36.7384,174.7534,,Auckland
755,Albany,Auckland,North Island,-36.7246,174.6952,,Auckland
756,Paremoremo,Auckland,North Island,-36.7758,174.6702,,Auckland
757,Forrest Hill,Auckland,North Island,-36.743,174.7248,,Auckland
758,Mairangi Bay,Auckland,North Island,-36.7397,174.7419,,Auckland
772,Karekare,Auckland,North Island,-36.9656,174.4894,,Auckland
781,Piha,Auckland,North Island,-36.8981,174.4855,,Auckland
782,Waitakere,Auckland,North Island,-36.8333,174.5226,,Auckland
792,Red Vale,Auckland,North Island,-36.6884,174.6927,,Auckland
793,Coatesville,Auckland,North Island,-36.7222,174.6236,,Auckland
794,Dairy Flat,Auckland,North Island,-36.6687,174.6549,,Auckland
810,Huapai,Auckland,North Island,-36.7726,174.5488,,Auckland
810,Kumeu,Auckland,North Island,-36.7726,174.5488,,Auckland
814,Kumeu,Auckland,North Island,-36.8061,174.5993,,Auckland
814,Massey,Auckland,North Island,-36.8061,174.5993,,Auckland
814,West Harbour,Auckland,North Island,-36.8061,174.5993,,Auckland
814,Whenuapai,Auckland,North Island,-36.8061,174.5993,,Auckland
840,Helensville,Auckland,North Island,-36.6764,174.4505,,Auckland
841,Huapai,Auckland,North Island,-36.7754,174.5548,,Auckland
842,Pahitoa,Auckland,North Island,-36.7687,174.4926,,Auckland
843,Kaukapakapa,Auckland,North Island,-36.6164,174.4933,,Auckland
871,Kaukapakapa,Auckland,North Island,-36.6354,174.5287,,Auckland
873,Parakakau,Auckland,North Island,-36.5611,174.5841,,Auckland
874,Parkhurst,Auckland,North Island,-36.5652,174.3028,,Auckland
875,Helensville,Auckland,North Island,-36.6868,174.4557,,Auckland
881,Woodhill,Auckland,North Island,-36.7829,174.4262,,Auckland
882,Waimauku,Auckland,North Island,-36.7176,174.5263,,Auckland
883,Pahitoa,Auckland,North Island,-36.7604,174.4673,,Auckland
891,Huapai,Auckland,North Island,-36.7875,174.5296,,Auckland
892,Kumeu,Auckland,North Island,-36.7596,174.571,,Auckland
920,Algies Bay,Auckland,North Island,-36.308,174.9148,,Auckland
920,Kawau Island,Auckland,North Island,-36.308,174.9148,,Auckland
920,Leigh,Auckland,North Island,-36.308,174.9148,,Auckland
920,Snells Beach,Auckland,North Island,-36.308,174.9148,,Auckland
930,Army Bay,Auckland,North Island,-36.6172,174.7966,,Auckland
930,Gulf Harbour,Auckland,North Island,-36.6172,174.7966,,Auckland
930,Manly,Auckland,North Island,-36.6172,174.7966,,Auckland
930,Tindalls Beach,Auckland,North Island,-36.6172,174.7966,,Auckland
930,Whangaparaoa,Auckland,North Island,-36.6172,174.7966,,Auckland
931,Hatfields Beach,Auckland,North Island,-36.58,174.6853,,Auckland
932,Arkles Bay,Auckland,North Island,-36.6232,174.7063,,Auckland
932,Orewa,Auckland,North Island,-36.6232,174.7063,,Auckland
932,Redvale,Auckland,North Island,-36.6232,174.7063,,Auckland
932,Stanmore Bay,Auckland,North Island,-36.6232,174.7063,,Auckland
940,Wellsford,Auckland,North Island,-36.2938,174.5238,,Auckland
941,Warkworth,Auckland,North Island,-36.3978,174.6639,,Auckland
942,Snells Beach,Auckland,North Island,-36.4204,174.7235,,Auckland
943,Whangaparaoa,Auckland,North Island,-36.6366,174.748,,Auckland
944,Silverdale,Auckland,North Island,-36.6178,174.6778,,Auckland
945,Red Beach,Auckland,North Island,-36.6056,174.6978,,Auckland
946,Orewa,Auckland,North Island,-36.5856,174.6943,,Auckland
947,Leigh,Auckland,North Island,-36.2905,174.8047,,Auckland
948,Matakana,Auckland,North Island,-36.3519,174.7169,,Auckland
950,Waiwera,Auckland,North Island,-36.5447,174.7058,,Auckland
951,Puhoi,Auckland,North Island,-36.5121,174.661,,Auckland
960,Okiwi,Auckland,North Island,-36.1556,175.3935,,Auckland
961,Okupu,Auckland,North Island,-36.2427,175.462,,Auckland
962,Tryphena,Auckland,North Island,-36.3015,175.4883,,Auckland
963,Port Fitzroy,Auckland,North Island,-36.1639,175.3624,,Auckland
972,Wayby,Auckland,North Island,-36.3001,174.6126,,Auckland
973,Wharehine,Auckland,North Island,-36.315,174.447,,Auckland
974,Te Hana,Auckland,North Island,-36.2485,174.6008,,Auckland
975,Topuni,Northland,North Island,-36.1895,174.5252,,Kaipara District
977,Wharehine,Auckland,North Island,-36.3561,174.3225,,Auckland
981,Woodcocks,Auckland,North Island,-36.4243,174.5979,,Auckland
982,Algies Bay,Auckland,North Island,-36.4404,174.7235,,Auckland
983,Pohuehue,Auckland,North Island,-36.4709,174.6573,,Auckland
984,Ahuroa,Auckland,North Island,-36.501,174.5307,,Auckland
985,Big Omaha,Auckland,North Island,-36.3249,174.7381,,Auckland
986,Tawharanui,Auckland,North Island,-36.3544,174.8003,,Auckland
991,Whangapara,Auckland,North Island,-36.2,175.4287,,Auckland
992,Silverdale,Auckland,North Island,-36.5992,174.6619,,Auckland
993,Red Beach,Auckland,North Island,-36.6374,174.693,,Auckland
1010,Auckland Central,Auckland,North Island,-36.8052,174.9811,,Auckland
1010,Eden Terrace,Auckland,North Island,-36.8052,174.9811,,Auckland
1010,Grafton,Auckland,North Island,-36.8052,174.9811,,Auckland
1010,Mechanics Bay,Auckland,North Island,-36.8052,174.9811,,Auckland
1010,Parnell,Auckland,North Island,-36.8052,174.9811,,Auckland
1010,Rakino Island,Auckland,North Island,-36.7187,174.9483,,Auckland
1010,Surfdale,Auckland,North Island,-36.8052,174.9811,,Auckland
1011,Freemans Bay,Auckland,North Island,-36.8447,174.7336,,Auckland
1011,Herne Bay,Auckland,North Island,-36.8447,174.7336,,Auckland
1011,Ponsonby,Auckland,North Island,-36.8447,174.7336,,Auckland
1011,St Marys Bay,Auckland,North Island,-36.8447,174.7336,,Auckland
1011,Westhaven,Auckland,North Island,-36.8447,174.7336,,Auckland
1021,Arch Hill,Auckland,North Island,-36.863,174.7432,,Auckland
1021,Eden Terrace,Auckland,North Island,-36.863,174.7432,,Auckland
1021,Grey Lynn,Auckland,North Island,-36.863,174.7432,,Auckland
1021,Kingsland,Auckland,North Island,-36.863,174.7432,,Auckland
1021,Ponsonby,Auckland,North Island,-36.863,174.7432,,Auckland
1022,Mt Albert,Auckland,North Island,-36.8585,174.7053,,Auckland
1022,Point Chevalier,Auckland,North Island,-36.8585,174.7053,,Auckland
1022,Western Springs,Auckland,North Island,-36.8585,174.7053,,Auckland
1022,Westmere,Auckland,North Island,-36.8585,174.7053,,Auckland
1023,Epsom,Auckland,North Island,-36.8872,174.7709,,Auckland
1023,Grafton,Auckland,North Island,-36.8872,174.7709,,Auckland
1023,Newmarket,Auckland,North Island,-36.8872,174.7709,,Auckland
1023,Royal Oak,Auckland,North Island,-36.8872,174.7709,,Auckland
1024,Epsom,Auckland,North Island,-36.8877,174.7529,,Auckland
1024,Mt Eden,Auckland,North Island,-36.8877,174.7529,,Auckland
1024,Three Kings,Auckland,North Island,-36.8877,174.7529,,Auckland
1025,Mt Albert,Auckland,North Island,-36.8844,174.7238,,Auckland
1025,Mt Roskill,Auckland,North Island,-36.8844,174.7238,,Auckland
1025,Point Chevalier,Auckland,North Island,-36.8844,174.7238,,Auckland
1025,Sandringham,Auckland,North Island,-36.8844,174.7238,,Auckland
1026,Avondale,Auckland,North Island,-36.876,174.6829,,Auckland
1026,Waterview,Auckland,North Island,-36.876,174.6829,,Auckland
1041,Mount Roskill,Auckland,North Island,-36.9125,174.7335,,Auckland
1041,Mt Eden,Auckland,North Island,-36.9125,174.7335,,Auckland
1041,Mt Roskill,Auckland,North Island,-36.9125,174.7335,,Auckland
1041,Sandringham,Auckland,North Island,-36.9125,174.7335,,Auckland
1042,Hillsborough,Auckland,North Island,-36.9214,174.7393,,Auckland
1042,Lynfield,Auckland,North Island,-36.9214,174.7393,,Auckland
1042,Three Kings,Auckland,North Island,-36.9214,174.7393,,Auckland
1050,Remuera,Auckland,North Island,-36.8768,174.8042,,Auckland
1050,St Johns,Auckland,North Island,-36.8768,174.8042,,Auckland
1051,Ellerslie,Auckland,North Island,-36.8917,174.8071,,Auckland
1051,Epsom,Auckland,North Island,-36.8917,174.8071,,Auckland
1051,Greenlane,Auckland,North Island,-36.8917,174.8071,,Auckland
1051,Mt Wellington,Auckland,North Island,-36.8917,174.8071,,Auckland
1051,One Tree Hill,Auckland,North Island,-36.8917,174.8071,,Auckland
1051,Remuera,Auckland,North Island,-36.8917,174.8071,,Auckland
1052,Parnell,Auckland,North Island,-36.857,174.7914,,Auckland
1052,Point Resolution,Auckland,North Island,-36.857,174.7914,,Auckland
1060,Ellerslie,Auckland,North Island,-36.9177,174.8356,,Auckland
1060,Mt Wellington,Auckland,North Island,-36.9177,174.8356,,Auckland
1060,Penrose,Auckland,North Island,-36.9177,174.8356,,Auckland
1061,Ellerslie,Auckland,North Island,-36.9155,174.7991,,Auckland
1061,Greenlane,Auckland,North Island,-36.9155,174.7991,,Auckland
1061,Hillsborough,Auckland,North Island,-36.9155,174.7991,,Auckland
1061,One Tree Hill,Auckland,North Island,-36.9155,174.7991,,Auckland
1061,Onehunga,Auckland,North Island,-36.9155,174.7991,,Auckland
1061,Penrose,Auckland,North Island,-36.9155,174.7991,,Auckland
1061,Royal Oak,Auckland,North Island,-36.9155,174.7991,,Auckland
1061,Te Papapa,Auckland,North Island,-36.9155,174.7991,,Auckland
1062,OTAHUHU,Auckland,North Island,-36.941,174.8483,,Auckland
1071,Glendowie,Auckland,North Island,-36.8565,174.8482,,Auckland
1071,Kohimarama,Auckland,North Island,-36.8565,174.8482,,Auckland
1071,Mission Bay,Auckland,North Island,-36.8565,174.8482,,Auckland
1071,Orakei,Auckland,North Island,-36.8565,174.8482,,Auckland
1071,St Heliers,Auckland,North Island,-36.8565,174.8482,,Auckland
1072,Glen Innes,Auckland,North Island,-36.8873,174.8528,,Auckland
1072,Meadowbank,Auckland,North Island,-36.8873,174.8528,,Auckland
1072,Mt Wellington,Auckland,North Island,-36.8873,174.8528,,Auckland
1072,Panmure,Auckland,North Island,-36.8873,174.8528,,Auckland
1072,Point England,Auckland,North Island,-36.8873,174.8528,,Auckland
1072,Remuera,Auckland,North Island,-36.8873,174.8528,,Auckland
1072,St Johns,Auckland,North Island,-36.8873,174.8528,,Auckland
1072,Tamaki,Auckland,North Island,-36.8873,174.8528,,Auckland
1081,Omiha,Auckland,North Island,-36.7932,175.0362,,Auckland
1081,Oneroa,Auckland,North Island,-36.7932,175.0362,,Auckland
1081,Onetangi,Auckland,North Island,-36.7932,175.0362,,Auckland
1081,Ostend,Auckland,North Island,-36.7932,175.0362,,Auckland
1081,Waiheke Island,Auckland,North Island,-36.7932,175.0362,,Auckland
1140,Mechanics Bay,Auckland,North Island,-36.8472,174.7692,,Auckland
1141,Newmarket,Auckland,North Island,-36.8507,174.7632,,Auckland
1142,Newton,Auckland,North Island,-36.8478,174.7577,,Auckland
1143,Mechanics Bay,Auckland,North Island,-36.8451,174.7675,,Auckland
1144,Freemans Bay,Auckland,North Island,-36.8481,174.7437,,Auckland
1145,Grafton,Auckland,North Island,-36.8578,174.7579,,Auckland
1147,Herne Bay,Auckland,North Island,-36.846,174.7339,,Auckland
1148,Auckland,Auckland,North Island,-36.8609,174.7695,,Auckland
1149,Parnell,Auckland,North Island,-36.8731,174.7773,,Auckland
1150,Auckland,Auckland,North Island,-36.8641,174.7621,,Auckland
1151,Point Resolution,Auckland,North Island,-36.8568,174.7811,,Auckland
1245,Western Springs,Auckland,North Island,-36.8654,174.7378,,Auckland
1246,Mount Albert,Auckland,North Island,-36.8702,174.7107,,Auckland
1340,Wesley,Auckland,North Island,-36.9004,174.72,,Auckland
1342,Balmoral,Auckland,North Island,-36.8885,174.7472,,Auckland
1344,One Tree Hill,Auckland,North Island,-36.8918,174.7745,,Auckland
1345,Royal Oak,Auckland,North Island,-36.9117,174.7763,,Auckland
1346,Sandringham,Auckland,North Island,-36.8837,174.733,,Auckland
1347,One Tree Hill,Auckland,North Island,-36.9,174.7734,,Auckland
