postcode,locality,region,island,lat,long,,territory
4783,Pakihikura,Manawatu-Wanganui,North Island,-39.9228,175.7,,Rangitikei District
4784,Silverhope,Manawatu-Wanganui,North Island,-39.9478,175.5212,,Rangitikei District
4785,Poukiore,Manawatu-Wanganui,North Island,-39.8467,175.6335,,Rangitikei District
4786,Rewa,Manawatu-Wanganui,North Island,-39.956,175.6052,,Rangitikei District
4787,Cliff Road,Manawatu-Wanganui,North Island,-40.0513,175.4852,,Rangitikei District
4788,Marton,Manawatu-Wanganui,North Island,-40.0079,175.3642,,Rangitikei District
4789,Marton,Manawatu-Wanganui,North Island,-40.0996,175.3098,,Rangitikei District
4791,Raketapauma,Manawatu-Wanganui,North Island,-39.6042,175.5897,,Rangitikei District
4792,Erehwon,Hawke's Bay,North Island,-39.5457,175.9477,,Rangitikei District
4793,Ohotu,Manawatu-Wanganui,North Island,-39.6785,175.9334,,Rangitikei District
4794,Utiku,Manawatu-Wanganui,North Island,-39.7556,175.8942,,Rangitikei District
4795,Waiouru Military Camp,Manawatu-Wanganui,North Island,-39.471,175.8029,,Rangitikei District
4796,Taihape,Manawatu-Wanganui,North Island,-39.7189,175.7107,,Rangitikei District
4797,Ruahine,Manawatu-Wanganui,North Island,-39.8068,175.8736,,Manawatu District
4810,Ashhurst,Manawatu-Wanganui,North Island,-40.2927,175.7565,,Palmerston North City
4814,Foxton,Manawatu-Wanganui,North Island,-40.4708,175.2874,,Horowhenua District
4815,Foxton Beach,Manawatu-Wanganui,North Island,-40.464,175.2318,,Horowhenua District
4816,Ohakea,Manawatu-Wanganui,North Island,-40.2026,175.3808,,Manawatu District
4817,Sanson,Manawatu-Wanganui,North Island,-40.2188,175.4228,,Manawatu District
4818,Bulls,Manawatu-Wanganui,North Island,-40.1775,175.3863,,Rangitikei District
4820,Linton Military Camp,Manawatu-Wanganui,North Island,-40.4054,175.5855,,Palmerston North
4820,Longburn,Manawatu-Wanganui,North Island,-40.4054,175.5855,,Palmerston North City
4821,Shannon,Manawatu-Wanganui,North Island,-40.5426,175.4182,,Horowhenua District
4822,Tangimoana,Manawatu-Wanganui,North Island,-40.2929,175.2564,,Manawatu District
4825,Waiouru,Manawatu-Wanganui,North Island,-39.4009,175.6798,,Ruapehu
4825,Waiouru Military Area,Manawatu-Wanganui,North Island,-39.4009,175.6798,,Ruapehu
4825,Waiouru Military Camp,Manawatu-Wanganui,North Island,-39.4009,175.6798,,Ruapehu District
4826,Waiouru,Manawatu-Wanganui,North Island,-39.4712,175.6851,,Ruapehu
4826,Waiouru Military Camp,Manawatu-Wanganui,North Island,-39.4712,175.6851,,Ruapehu District
4847,Ashhurst,Manawatu-Wanganui,North Island,-40.2902,175.7552,,Palmerston North City
4848,Foxton,Manawatu-Wanganui,North Island,-40.4749,175.2812,,Horowhenua District
4849,Foxton Beach,Manawatu-Wanganui,North Island,-40.4683,175.2382,,Horowhenua District
4860,Shannon,Manawatu-Wanganui,North Island,-40.5496,175.4138,,Horowhenua District
4861,Waiouru,Manawatu-Wanganui,North Island,-39.4759,175.6686,,Ruapehu District
4862,Sanson,Manawatu-Wanganui,North Island,-40.2198,175.4242,,Manawatu District
4863,Bulls,Manawatu-Wanganui,North Island,-40.174,175.3864,,Rangitikei District
4864,Tokomaru,Manawatu-Wanganui,North Island,-40.4745,175.5097,,Horowhenua District
4865,Rongotea,Manawatu-Wanganui,North Island,-40.293,175.4249,,Manawatu District
4866,Longburn,Manawatu-Wanganui,North Island,-40.383,175.5453,,Palmerston North City
4867,Bunnythorpe,Manawatu-Wanganui,North Island,-40.2825,175.6311,,Palmerston North City
4884,Pohangina,Manawatu-Wanganui,North Island,-40.1382,175.8664,,Manawatu District
4891,Himatangi,Manawatu-Wanganui,North Island,-40.3928,175.2974,,Horowhenua District
4893,Marotiri,Manawatu-Wanganui,North Island,-40.485,175.3291,,Horowhenua District
4894,Bulls,Manawatu-Wanganui,North Island,-40.1941,175.293,,Rangitikei District
4900,Eketahuna,Manawatu-Wanganui,North Island,-40.6497,175.7023,,Tararua District
4910,Pahiatua,Manawatu-Wanganui,North Island,-40.4548,175.8395,,Tararua District
4920,Woodville,Manawatu-Wanganui,North Island,-40.3337,175.8663,,Tararua District
4930,Dannevirke,Manawatu-Wanganui,North Island,-40.209,176.1022,,Tararua District
4940,Eketahuna,Manawatu-Wanganui,North Island,-40.6454,175.7031,,Tararua District
4941,Pahiatua,Manawatu-Wanganui,North Island,-40.4521,175.8422,,Tararua District
4942,Dannevirke,Manawatu-Wanganui,North Island,-40.2098,176.0966,,Tararua District
4943,Norsewood,Manawatu-Wanganui,North Island,-40.0694,176.2163,,Tararua District
4944,Pongaroa,Manawatu-Wanganui,North Island,-40.5426,176.1906,,Tararua District
4945,Woodville,Manawatu-Wanganui,North Island,-40.3378,175.8689,,Tararua District
4970,Ti-tree Point,Hawke's Bay,North Island,-40.3934,176.4123,,Central Hawke's Bay District
4971,Waipatiki,Manawatu-Wanganui,North Island,-40.355,176.1816,,Tararua District
4972,Kiritaki,Manawatu-Wanganui,North Island,-40.2398,176.006,,Tararua District
4973,Waipatiki,Manawatu-Wanganui,North Island,-40.2554,176.2901,,Tararua District
4974,Ngamoko,Manawatu-Wanganui,North Island,-40.0491,176.1951,,Tararua District
4975,Tahoraiti,Manawatu-Wanganui,North Island,-40.3018,176.0999,,Tararua District
4976,Raumati,Manawatu-Wanganui,North Island,-40.1995,176.1673,,Tararua District
4977,Makotuku,Manawatu-Wanganui,North Island,-40.124,176.2232,,Tararua District
4978,Piripiri,Manawatu-Wanganui,North Island,-40.141,176.0556,,Tararua District
4979,Waione,Manawatu-Wanganui,North Island,-40.4364,176.301,,Tararua District
4981,Kaitawa,Manawatu-Wanganui,North Island,-40.5303,175.8807,,Tararua District
4982,Ngaturi,Manawatu-Wanganui,North Island,-40.4288,175.9762,,Tararua District
4983,Ballance,Manawatu-Wanganui,North Island,-40.3984,175.767,,Tararua District
4984,Konini,Manawatu-Wanganui,North Island,-40.5081,175.7673,,Tararua District
4985,Makuri,Manawatu-Wanganui,North Island,-40.4982,176.0472,,Tararua District
4986,Haunui,Manawatu-Wanganui,North Island,-40.5926,175.958,,Tararua District
4987,Konini,Manawatu-Wanganui,North Island,-40.522,175.7835,,Tararua District
4988,Mangamaire,Manawatu-Wanganui,North Island,-40.5086,175.6967,,Tararua District
4989,Makuri,Manawatu-Wanganui,North Island,-40.5302,176.0492,,Tararua District
4990,Waimiro,Manawatu-Wanganui,North Island,-40.4787,176.1541,,Tararua District
4991,Aohanga,Manawatu-Wanganui,North Island,-40.6126,176.3283,,Tararua District
4992,Waione,Manawatu-Wanganui,North Island,-40.5133,176.2536,,Tararua District
4993,Tane,Manawatu-Wanganui,North Island,-40.5785,175.791,,Tararua District
4994,Eketahuna,Wellington,North Island,-40.6634,175.6726,,Masterton District
4995,Nireaha,Manawatu-Wanganui,North Island,-40.5863,175.6436,,Tararua District
4996,Tiraumea,Wellington,North Island,-40.6679,175.9936,,Masterton District
4997,Hopelands,Manawatu-Wanganui,North Island,-40.3626,175.9944,,Tararua District
4998,Papatawa,Manawatu-Wanganui,North Island,-40.2855,175.9108,,Tararua District
4999,Woodville,Manawatu-Wanganui,North Island,-40.3205,175.834,,Tararua District
5010,Alicetown,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Avalon,Wellington,North Island,-41.1971,174.9198,,Lower Hutt City
5010,Belmont,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Belmont Regional Park,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Boulcott,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Gracefield,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Harbour View,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Kelson,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Lower Hutt Central,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Maungaraki,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Melling,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Moera,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Normandale,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Seaview,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Tirohanga,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Waiwhetu,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5010,Woburn,Wellington,North Island,-41.1971,174.9198,,Lower Hutt
5011,Avalon,Wellington,North Island,-41.1943,174.9522,,Lower Hutt
5011,Epuni,Wellington,North Island,-41.1943,174.9522,,Lower Hutt
5011,Fairfield,Wellington,North Island,-41.1943,174.9522,,Lower Hutt
5011,Naenae,Wellington,North Island,-41.1943,174.9522,,Lower Hutt
5011,Taita,Wellington,North Island,-41.1943,174.9522,,Lower Hutt City
5011,Waterloo,Wellington,North Island,-41.1943,174.9522,,Lower Hutt
5012,Korokoro,Wellington,North Island,-41.2338,174.8757,,Lower Hutt
5012,Petone,Wellington,North Island,-41.2338,174.8757,,Lower Hutt City
5013,Days Bay,Wellington,North Island,-41.3154,174.8854,,Lower Hutt
5013,Eastbourne,Wellington,North Island,-41.3154,174.8854,,Lower Hutt
5013,Lowry Bay,Wellington,North Island,-41.3154,174.8854,,Lower Hutt
5013,Mahina Bay,Wellington,North Island,-41.3154,174.8854,,Lower Hutt
5013,Muritai,Wellington,North Island,-41.3154,174.8854,,Lower Hutt City
5013,Point Howard,Wellington,North Island,-41.3154,174.8854,,Lower Hutt
5013,Sunshine Bay,Wellington,North Island,-41.3154,174.8854,,Lower Hutt
5013,York Bay,Wellington,North Island,-41.3154,174.8854,,Lower Hutt
5014,Wainuiomata,Wellington,North Island,-41.2634,174.9483,,Lower Hutt City
5016,Horokiwi,Wellington,North Island,-41.2128,174.8499,,Wellington
5016,Korokoro,Wellington,North Island,-41.2128,174.8499,,Wellington City
5018,Birchville,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Brown Owl,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Clouston Park,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Ebdentown,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Elderslea,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Haywards,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Heretaunga,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Kingsley Heights,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Maidstone,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Maoribank,Wellington,North Island,-41.1195,175.0935,,Upper Hutt City
5018,Riverstone Terraces,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Te Marua,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Timberlea,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Totara Park,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Trentham,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Trentham Military Camp,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Upper Hutt Central,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5018,Wallaceville,Wellington,North Island,-41.1195,175.0935,,Upper Hutt
5019,Manor Park,Wellington,North Island,-41.1703,174.9949,,Upper Hutt
5019,Pinehaven,Wellington,North Island,-41.1703,174.9949,,Upper Hutt City
5019,Silverstream,Wellington,North Island,-41.1703,174.9949,,Upper Hutt
5019,Stokes Valley,Wellington,North Island,-41.1703,174.9949,,Upper Hutt
5019,Taita,Wellington,North Island,-41.1703,174.9949,,Upper Hutt
5022,Elsdon,Wellington,North Island,-41.1245,174.8198,,Porirua City
5022,Porirua,Wellington,North Island,-41.1245,174.8198,,Porirua
5022,Tawa,Wellington,North Island,-41.1245,174.8198,,Porirua
5022,Titahi Bay,Wellington,North Island,-41.1245,174.8198,,Porirua
5024,Aotea,Wellington,North Island,-41.1304,174.8788,,Porirua
5024,Ascot Park,Wellington,North Island,-41.1304,174.8788,,Porirua
5024,Cannons Creek,Wellington,North Island,-41.1304,174.8788,,Porirua
5024,Papakowhai,Wellington,North Island,-41.1304,174.8788,,Porirua
5024,Paremata,Wellington,North Island,-41.1304,174.8788,,Porirua
5024,Porirua,Wellington,North Island,-41.1304,174.8788,,Porirua
5024,Porirua East,Wellington,North Island,-41.1304,174.8788,,Porirua
5024,Ranui Heights,Wellington,North Island,-41.1304,174.8788,,Porirua
5024,Waitangirua,Wellington,North Island,-41.1304,174.8788,,Porirua City
5024,Whitby,Wellington,North Island,-41.1304,174.8788,,Porirua
5026,Camborne,Wellington,North Island,-41.0629,174.8705,,Porirua
5026,Karehana Bay,Wellington,North Island,-41.0629,174.8705,,Porirua City
5026,Mana,Wellington,North Island,-41.0629,174.8705,,Porirua
5026,Plimmerton,Wellington,North Island,-41.0629,174.8705,,Porirua
5026,Pukerua Bay,Wellington,North Island,-41.0629,174.8705,,Porirua
5028,Glenside,Wellington,North Island,-41.175,174.8503,,Wellington
5028,Grenada North,Wellington,North Island,-41.175,174.8503,,Wellington City
5028,Takapu Valley,Wellington,North Island,-41.175,174.8503,,Wellington
5028,Tawa,Wellington,North Island,-41.175,174.8503,,Wellington
5032,Maungakotukutuku,Wellington,North Island,-40.8948,174.9695,,Kapiti Coast
5032,Nikau Valley,Wellington,North Island,-40.8948,174.9695,,Kapiti Coast
5032,Paraparaumu,Wellington,North Island,-40.8948,174.9695,,Kapiti Coast
5032,Paraparaumu Beach,Wellington,North Island,-40.8948,174.9695,,Kapiti Coast District
5032,Raumati Beach,Wellington,North Island,-40.8948,174.9695,,Kapiti Coast
5032,Raumati South,Wellington,North Island,-40.8948,174.9695,,Kapiti Coast
5034,Maunganui,Wellington,North Island,-40.9769,174.9682,,Kapiti Coast
5034,Paekakariki,Wellington,North Island,-40.9769,174.9682,,Kapiti Coast District
5034,Queen Elizabeth Park,Wellington,North Island,-40.9769,174.9682,,Kapiti Coast
5036,Otaihanga,Wellington,North Island,-40.8733,175.0507,,Kapiti Coast
5036,Waikanae,Wellington,North Island,-40.8733,175.0507,,Kapiti Coast District
5036,Waikanae Beach,Wellington,North Island,-40.8733,175.0507,,Kapiti Coast
5036,Waikanae Park,Wellington,North Island,-40.8733,175.0507,,Kapiti Coast
5040,Alicetown,Wellington,North Island,-41.2095,174.9015,,Lower Hutt City
5041,Taita,Wellington,North Island,-41.1986,174.9476,,Lower Hutt City
5042,Lower Hutt,Wellington,North Island,-41.2148,174.922,,Lower Hutt City
5043,Gracefield,Wellington,North Island,-41.2271,174.9053,,Lower Hutt City
5044,Naenae,Wellington,North Island,-41.1988,174.9358,,Lower Hutt City
5045,Petone,Wellington,North Island,-41.2253,174.8662,,Lower Hutt City
5046,Petone,Wellington,North Island,-41.2255,174.8795,,Lower Hutt City
5047,Eastbourne,Wellington,North Island,-41.2906,174.8985,,Lower Hutt City
5048,Wainuiomata,Wellington,North Island,-41.2608,174.9457,,Lower Hutt City
5049,Homedale,Wellington,North Island,-41.2725,174.9546,,Lower Hutt City
5050,Maungaraki,Wellington,North Island,-41.209,174.8783,,Lower Hutt City
5140,Kingsley Heights,Wellington,North Island,-41.124,175.0737,,Upper Hutt City
5141,Stokes Valley,Wellington,North Island,-41.1745,174.9816,,Lower Hutt City
5142,Silverstream,Wellington,North Island,-41.148,175.012,,Upper Hutt City
5143,Trentham,Wellington,North Island,-41.138,175.0342,,Upper Hutt City
5240,Ranui Heights,Wellington,North Island,-41.1349,174.8403,,Porirua City
5242,Onepoto,Wellington,North Island,-41.1086,174.838,,Porirua City
5243,Cannons Creek,Wellington,North Island,-41.1416,174.8654,,Porirua City
5245,Whitby,Wellington,North Island,-41.1178,174.8933,,Porirua City
5247,Paremata,Wellington,North Island,-41.0933,174.8686,,Porirua City
5249,Linden,Wellington,North Island,-41.1703,174.8247,,Wellington City
5250,Waikanae,Wellington,North Island,-40.8767,175.0642,,Kapiti Coast District
5252,Paraparaumu Beach,Wellington,North Island,-40.8939,174.9811,,Kapiti Coast District
5254,Paraparaumu,Wellington,North Island,-40.9165,175.0055,,Kapiti Coast District
5255,Raumati Beach,Wellington,North Island,-40.9189,174.9822,,Kapiti Coast District
5258,Paekakariki,Wellington,North Island,-40.9884,174.9515,,Kapiti Coast District
5371,Upper Hutt,Wellington,North Island,-41.1669,175.088,,Upper Hutt City
5372,Kaitoke,Wellington,North Island,-41.0519,175.1665,,Upper Hutt City
5373,Homedale,Wellington,North Island,-41.277,175.0608,,Lower Hutt City
5381,Pukerua Bay,Wellington,North Island,-41.0521,174.9695,,Porirua City
5391,Reikorangi,Wellington,North Island,-40.9005,175.1072,,Kapiti Coast District
5510,Levin,Manawatu-Wanganui,North Island,-40.5963,175.2511,,Horowhenua District
5510,Waitarere,Manawatu-Wanganui,North Island,-40.5963,175.2511,,Horowhenua
5510,Waitarere Beach,Manawatu-Wanganui,North Island,-40.5963,175.2511,,Horowhenua
5512,Otaki,Wellington,North Island,-40.7402,175.1404,,Kapiti Coast District
5512,Otaki Beach,Wellington,North Island,-40.7402,175.1404,,Kapiti Coast
5540,Levin,Manawatu-Wanganui,North Island,-40.6222,175.2866,,Horowhenua District
5541,Manakau,Manawatu-Wanganui,North Island,-40.7124,175.2168,,Horowhenua District
5542,Otaki,Wellington,North Island,-40.7526,175.1389,,Kapiti Coast District
5543,Otaki,Wellington,North Island,-40.7621,175.156,,Kapiti Coast District
5544,Te Horo,Wellington,North Island,-40.804,175.1192,,Kapiti Coast District
5570,Ohau,Manawatu-Wanganui,North Island,-40.6766,175.2619,,Horowhenua District
5571,Levin,Manawatu-Wanganui,North Island,-40.621,175.3004,,Horowhenua District
5572,Waitarere,Manawatu-Wanganui,North Island,-40.5336,175.2628,,Horowhenua District
5573,Manakau,Wellington,North Island,-40.7072,175.2017,,Kapiti Coast District
5574,Waitarere,Manawatu-Wanganui,North Island,-40.5584,175.2388,,Horowhenua District
5575,Koputaroa,Manawatu-Wanganui,North Island,-40.5666,175.3219,,Horowhenua District
5581,Manakau,Wellington,North Island,-40.7911,175.3732,,Kapiti Coast District
5710,Featherston,Wellington,North Island,-41.1169,175.2937,,South Wairarapa District
5710,Rimutaka Hill,Wellington,North Island,-41.1169,175.2937,,South Wairarapa
5711,Martinborough,Wellington,North Island,-41.2205,175.4593,,South Wairarapa District
5712,Greytown,Wellington,North Island,-41.0824,175.4599,,South Wairarapa District
5713,Carterton,Wellington,North Island,-41.0281,175.5229,,Carterton District
5713,Clareville,Wellington,North Island,-41.0281,175.5229,,Carterton
5740,Featherston,Wellington,North Island,-41.117,175.3248,,South Wairarapa District
5741,Martinborough,Wellington,North Island,-41.2191,175.4583,,South Wairarapa District
5742,Greytown,Wellington,North Island,-41.0802,175.4603,,South Wairarapa District
5743,Carterton,Wellington,North Island,-41.0251,175.5276,,Carterton District
5771,Kahutara,Wellington,North Island,-41.1711,175.3549,,South Wairarapa District
5772,Pirinoa,Wellington,North Island,-41.4073,175.2716,,South Wairarapa District
5773,Cross Creek,Wellington,North Island,-41.2346,175.2043,,South Wairarapa District
5781,Pahautea,Wellington,North Island,-41.3133,175.3866,,South Wairarapa District
5782,Waipawa,Wellington,North Island,-41.4322,175.5092,,South Wairarapa District
5783,Martinborough,Wellington,North Island,-41.1866,175.432,,South Wairarapa District
5784,Hinakura,Wellington,North Island,-41.3109,175.6286,,South Wairarapa District
5791,Carterton,Wellington,North Island,-40.9664,175.5024,,Carterton District
5792,Parkvale,Wellington,North Island,-41.1168,175.5423,,South Wairarapa District
5794,Greytown,Wellington,North Island,-41.1065,175.4291,,South Wairarapa District
5810,Homebush,Wellington,North Island,-40.9516,175.6535,,Masterton
5810,Lansdowne,Wellington,North Island,-40.9516,175.6535,,Masterton
5810,Masterton,Wellington,North Island,-40.9516,175.6535,,Masterton District
5810,Solway,Wellington,North Island,-40.9516,175.6535,,Masterton
5810,Te Ore Ore,Wellington,North Island,-40.9516,175.6535,,Masterton
5840,Masterton,Wellington,North Island,-40.9497,175.6614,,Masterton District
5842,Masterton,Wellington,North Island,-40.9581,175.6487,,Masterton District
5871,Bideford,Wellington,North Island,-40.8459,175.8391,,Masterton District
5872,Riversdale Beach,Wellington,North Island,-41.0602,176.0402,,Carterton District
5881,Kopuaranga,Wellington,North Island,-40.8215,175.5948,,Masterton District
5882,Mauriceville,Wellington,North Island,-40.7872,175.7584,,Masterton District
5883,Homewood,Wellington,North Island,-41.215,175.8129,,Carterton District
5884,Gladstone,Wellington,North Island,-41.116,175.6531,,Masterton District
5885,Masterton,Wellington,North Island,-40.983,175.6525,,Masterton District
5886,Upper Tauheru,Wellington,North Island,-40.8768,175.7476,,Masterton District
5887,Clareville,Wellington,North Island,-41.0162,175.6125,,Carterton District
5888,Solway,Wellington,North Island,-40.9051,175.5684,,Masterton District
5889,Tinui,Wellington,North Island,-40.8671,176.0156,,Masterton District
5890,Tauweru,Wellington,North Island,-41.0722,175.8675,,Masterton District
5894,Tinui,Wellington,North Island,-40.7768,176.0837,,Masterton District
6011,Aro Valley,Wellington,North Island,-41.2829,174.7842,,Wellington
6011,Mount Victoria,Wellington,North Island,-41.2829,174.7842,,Wellington City
6011,Mt Cook,Wellington,North Island,-41.2829,174.7842,,Wellington
6011,Mt Victoria,Wellington,North Island,-41.2829,174.7842,,Wellington
6011,Oriental Bay,Wellington,North Island,-41.2829,174.7842,,Wellington
6011,Pipitea,Wellington,North Island,-41.2829,174.7842,,Wellington
6011,Roseneath,Wellington,North Island,-41.2829,174.7842,,Wellington
6011,Te Aro,Wellington,North Island,-41.2829,174.7842,,Wellington
6011,Thorndon,Wellington,North Island,-41.2829,174.7842,,Wellington
6011,Wellington Central,Wellington,North Island,-41.2829,174.7842,,Wellington
6012,Aro Valley,Wellington,North Island,-41.2869,174.7405,,Wellington
6012,Highbury,Wellington,North Island,-41.2869,174.7405,,Wellington
6012,Karori,Wellington,North Island,-41.2869,174.7405,,Wellington City
6012,Kelburn,Wellington,North Island,-41.2869,174.7405,,Wellington
6012,Northland,Wellington,North Island,-41.2869,174.7405,,Wellington
6012,Wadestown,Wellington,North Island,-41.2869,174.7405,,Wellington
6012,Wilton,Wellington,North Island,-41.2869,174.7405,,Wellington
6021,Aro Valley,Wellington,North Island,-41.3052,174.779,,Wellington
6021,Brooklyn,Wellington,North Island,-41.3052,174.779,,Wellington
6021,Hataitai,Wellington,North Island,-41.3052,174.779,,Wellington
6021,Kelburn,Wellington,North Island,-41.3052,174.779,,Wellington
6021,Kilbirnie,Wellington,North Island,-41.3052,174.779,,Wellington
6021,Kingston,Wellington,North Island,-41.3052,174.779,,Wellington
6021,Mornington,Wellington,North Island,-41.3052,174.779,,Wellington
6021,Mt Cook,Wellington,North Island,-41.3052,174.779,,Wellington
6021,Newtown,Wellington,North Island,-41.3052,174.779,,Wellington
6021,Roseneath,Wellington,North Island,-41.3052,174.779,,Wellington
6021,Vogeltown,Wellington,North Island,-41.3052,174.779,,Wellington
6021,Wellington,Wellington,North Island,-41.3052,174.779,,Wellington City
6022,Breaker Bay,Wellington,North Island,-41.3155,174.8166,,Wellington
6022,Karaka Bays,Wellington,North Island,-41.3155,174.8166,,Wellington
6022,Kilbirnie,Wellington,North Island,-41.3155,174.8166,,Wellington
6022,Lyall Bay,Wellington,North Island,-41.3155,174.8166,,Wellington
6022,Maupuia,Wellington,North Island,-41.3155,174.8166,,Wellington
6022,Miramar,Wellington,North Island,-41.3155,174.8166,,Wellington City
6022,Moa Point,Wellington,North Island,-41.3155,174.8166,,Wellington
6022,Rongotai,Wellington,North Island,-41.3155,174.8166,,Wellington
6022,Seatoun,Wellington,North Island,-41.3155,174.8166,,Wellington
6022,Strathmore Park,Wellington,North Island,-41.3155,174.8166,,Wellington
6023,Berhampore,Wellington,North Island,-41.3375,174.7506,,Wellington
6023,Houghton Bay,Wellington,North Island,-41.3375,174.7506,,Wellington
6023,Island Bay,Wellington,North Island,-41.3375,174.7506,,Wellington
6023,Melrose,Wellington,North Island,-41.3375,174.7506,,Wellington
6023,Owhiro Bay,Wellington,North Island,-41.3375,174.7506,,Wellington City
6023,Southgate,Wellington,North Island,-41.3375,174.7506,,Wellington
6035,Broadmeadows,Wellington,North Island,-41.2466,174.7942,,Wellington
6035,Crofton Downs,Wellington,North Island,-41.2466,174.7942,,Wellington
6035,Kaiwharawhara,Wellington,North Island,-41.2466,174.7942,,Wellington
6035,Khandallah,Wellington,North Island,-41.2466,174.7942,,Wellington City
6035,Ngaio,Wellington,North Island,-41.2466,174.7942,,Wellington
6035,Ngauranga,Wellington,North Island,-41.2466,174.7942,,Wellington
6035,Pipitea,Wellington,North Island,-41.2466,174.7942,,Wellington
6037,Churton Park,Wellington,North Island,-41.1951,174.7805,,Wellington
6037,Glenside,Wellington,North Island,-41.1951,174.7805,,Wellington
6037,Grenada Village,Wellington,North Island,-41.1951,174.7805,,Wellington
6037,Johnsonville,Wellington,North Island,-41.1951,174.7805,,Wellington
6037,Newlands,Wellington,North Island,-41.1951,174.7805,,Wellington
6037,Ohariu,Wellington,North Island,-41.1951,174.7805,,Wellington City
6037,Paparangi,Wellington,North Island,-41.1951,174.7805,,Wellington
6037,Woodridge,Wellington,North Island,-41.1951,174.7805,,Wellington
6140,Mount Victoria,Wellington,North Island,-41.2809,174.7794,,Wellington City
6141,Mount Victoria,Wellington,North Island,-41.2942,174.7762,,Wellington City
6142,Mount Victoria,Wellington,North Island,-41.2902,174.7757,,Wellington City
6143,Kelburn,Wellington,North Island,-41.2825,174.775,,Wellington City
6144,Kaiwharawhara,Wellington,North Island,-41.2759,174.778,,Wellington City
6145,Kelburn,Wellington,North Island,-41.2798,174.7761,,Wellington City
6146,Mount Victoria,Wellington,North Island,-41.2838,174.7763,,Wellington City
6147,Karori,Wellington,North Island,-41.2851,174.7368,,Wellington City
6148,Mount Victoria,Wellington,North Island,-41.2842,174.7752,,Wellington City
6149,Wellington,Wellington,North Island,-41.2942,174.7831,,Wellington City
6150,Kelburn,Wellington,North Island,-41.289,174.7618,,Wellington City
6160,Kelburn,Wellington,North Island,-41.2776,174.7775,,Wellington City
6241,Rongotai,Wellington,North Island,-41.3194,174.7942,,Wellington City
6242,Berhampore,Wellington,North Island,-41.3133,174.7795,,Wellington City
6243,Miramar,Wellington,North Island,-41.316,174.8159,,Wellington City
6244,Strathmore Park,Wellington,North Island,-41.3331,174.8103,,Wellington City
6440,Newlands,Wellington,North Island,-41.223,174.807,,Wellington City
6441,Ngaio,Wellington,North Island,-41.2464,174.7909,,Wellington City
6442,Newlands,Wellington,North Island,-41.2227,174.8229,,Wellington City
6443,Ngaio,Wellington,North Island,-41.2512,174.773,,Wellington City
6972,Karori West,Wellington,North Island,-41.2839,174.6811,,Wellington City
7005,Mapua,Tasman,South Island,-41.2456,173.0951,,Tasman District
7005,Ruby Bay,Tasman,South Island,-41.2456,173.0951,,Tasman
7007,Murchison,Tasman,South Island,-41.8066,172.3292,,Tasman District
7010,Atawhai,Nelson,South Island,-41.2881,173.3357,,Nelson
7010,Beachville,Nelson,South Island,-41.2881,173.3357,,Nelson
7010,Britannia Heights,Nelson,South Island,-41.2881,173.3357,,Nelson
7010,Maitai,Nelson,South Island,-41.2881,173.3357,,Nelson
7010,Marybank,Nelson,South Island,-41.2881,173.3357,,Nelson
7010,Nelson Central,Nelson,South Island,-41.2881,173.3357,,Nelson
7010,Nelson East,Nelson,South Island,-41.2881,173.3357,,Nelson City
7010,Nelson South,Nelson,South Island,-41.2881,173.3357,,Nelson
7010,Port Nelson,Nelson,South Island,-41.2881,173.3357,,Nelson
